0.500000,0.100000,5.000000,0.050000,1,18.712000,17.520000,0.407633,0
0.500000,0.100000,5.000000,0.050000,2,16.312000,15.290000,0.274522,0
0.500000,0.100000,5.000000,0.050000,3,16.474000,15.860000,0.255536,0
0.500000,0.100000,5.000000,0.050000,4,16.372000,16.060000,0.245529,0
0.500000,0.100000,5.000000,0.050000,5,15.828000,15.420000,0.239533,0
0.500000,0.100000,5.000000,0.050000,6,15.646000,15.040000,0.235316,0
0.500000,0.100000,5.000000,0.050000,7,15.056000,14.670000,0.232393,0
0.500000,0.100000,5.000000,0.050000,8,14.262000,13.930000,0.229795,0
0.500000,0.100000,5.000000,0.050000,9,14.172000,14.010000,0.227227,0
0.500000,0.100000,5.000000,0.050000,10,13.440000,13.400000,0.224944,0
0.500000,0.100000,5.000000,0.050000,11,16.112000,15.520000,0.223184,0
0.500000,0.100000,5.000000,0.050000,12,13.894000,13.620000,0.221974,0
0.500000,0.100000,5.000000,0.050000,13,13.210000,12.800000,0.221617,0
0.500000,0.100000,5.000000,0.050000,14,13.538000,13.430000,0.219690,0
0.500000,0.100000,5.000000,0.050000,15,14.814000,14.330000,0.217890,0
0.500000,0.100000,5.000000,0.050000,16,13.328000,13.200000,0.217743,0
0.500000,0.100000,5.000000,0.050000,17,13.302000,13.020000,0.217367,0
0.500000,0.100000,5.000000,0.050000,18,13.108000,13.200000,0.217090,0
0.500000,0.100000,5.000000,0.050000,19,13.228000,13.170000,0.215110,0
0.500000,0.100000,5.000000,0.050000,20,12.806000,12.910000,0.215670,0
0.500000,0.100000,5.000000,0.050000,21,13.462000,13.080000,0.212961,0
0.500000,0.100000,5.000000,0.050000,22,13.010000,13.170000,0.213803,0
0.500000,0.100000,5.000000,0.050000,23,13.556000,13.590000,0.214503,0
0.500000,0.100000,5.000000,0.050000,24,12.834000,13.080000,0.213741,0
0.500000,0.100000,5.000000,0.050000,25,13.174000,13.440000,0.212066,0
0.500000,0.100000,5.000000,0.050000,26,13.448000,13.520000,0.212382,0
0.500000,0.100000,5.000000,0.050000,27,13.044000,13.190000,0.211493,0
0.500000,0.100000,5.000000,0.050000,28,13.260000,13.310000,0.210673,0
0.500000,0.100000,5.000000,0.050000,29,12.902000,13.140000,0.210237,0
0.500000,0.100000,5.000000,0.050000,30,12.984000,13.120000,0.211197,0
0.500000,0.100000,5.000000,0.050000,31,13.318000,13.560000,0.209119,0
0.500000,0.100000,5.000000,0.050000,32,13.062000,13.370000,0.209437,0
0.500000,0.100000,5.000000,0.050000,33,13.192000,13.380000,0.208121,0
0.500000,0.100000,5.000000,0.050000,34,13.004000,13.230000,0.207787,0
0.500000,0.100000,5.000000,0.050000,35,13.048000,13.320000,0.208437,0
0.500000,0.100000,5.000000,0.050000,36,12.690000,13.080000,0.208161,0
0.500000,0.100000,5.000000,0.050000,37,13.282000,13.530000,0.207503,0
0.500000,0.100000,5.000000,0.050000,38,12.802000,13.220000,0.207396,0
0.500000,0.100000,5.000000,0.050000,39,12.778000,13.150000,0.207205,0
0.500000,0.100000,5.000000,0.050000,40,13.034000,13.200000,0.206079,0
0.500000,0.100000,5.000000,0.050000,41,12.956000,13.100000,0.206367,0
0.500000,0.100000,5.000000,0.050000,42,13.240000,13.360000,0.204663,0
0.500000,0.100000,5.000000,0.050000,43,12.552000,13.130000,0.205278,0
0.500000,0.100000,5.000000,0.050000,44,12.704000,13.280000,0.204804,0
0.500000,0.100000,5.000000,0.050000,45,12.714000,13.220000,0.204444,0
0.500000,0.100000,5.000000,0.050000,46,12.782000,13.380000,0.205109,0
0.500000,0.100000,5.000000,0.050000,47,12.870000,13.340000,0.204801,0
0.500000,0.100000,5.000000,0.050000,48,12.716000,13.200000,0.203605,0
0.500000,0.100000,5.000000,0.050000,49,13.360000,13.750000,0.204576,0
0.500000,0.100000,5.000000,0.050000,50,12.534000,13.010000,0.203219,0
0.500000,0.100000,5.000000,0.050000,51,12.686000,13.100000,0.204087,0
0.500000,0.100000,5.000000,0.050000,52,12.600000,13.240000,0.204675,0
0.500000,0.100000,5.000000,0.050000,53,12.518000,13.430000,0.202126,0
0.500000,0.100000,5.000000,0.050000,54,12.754000,13.380000,0.202899,0
0.500000,0.100000,5.000000,0.050000,55,12.772000,13.320000,0.203047,0
0.500000,0.100000,5.000000,0.050000,56,12.746000,13.230000,0.202208,0
0.500000,0.100000,5.000000,0.050000,57,12.456000,13.200000,0.202991,0
0.500000,0.100000,5.000000,0.050000,58,12.728000,13.210000,0.201287,0
0.500000,0.100000,5.000000,0.050000,59,12.652
